"","taxonomy"
"OTU6548","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__Xylariaceae; g__unidentified; s__Xylariaceae_sp_SH195028.07FU"
"OTU6549","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Mycosphaerellaceae; g__Dissoconium"
"OTU3552","k__Fungi"
"OTU8137","k__Fungi"
"OTU3688","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__unidentified; f__unidentified; g__unidentified"
"OTU3689","k__Fungi"
"OTU3682","k__Fungi"
"OTU3683","k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Sporidiobolales; f__Incertae_sedis; g__Rhodotorula; s__Rhodotorula_fragaria_SH193772.07FU"
"OTU3680","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Psathyrellaceae; g__Coprinopsis; s__Coprinopsis_brunneofibrillosa_SH219024.07FU"
"OTU3681","k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Sporidiobolales; f__Incertae_sedis; g__Rhodotorula; s__Rhodotorula_cresolica_SH193439.07FU"
"OTU3686","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__unidentified; f__unidentified; g__unidentified; s__Agaricomycetes_sp_SH467304.07FU"
"OTU3687","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Incertae_sedis; g__Camarophyllopsis"
"OTU3684","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Strophariaceae; g__Pholiota; s__Pholiota_alnicola_SH176910.07FU"
"OTU3685","k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Sporidiobolales; f__Incertae_sedis; g__Sporobolomyces; s__Sporobolomyces_syzygii_SH030954.07FU"
"OTU3553","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales"
"OTU8131","k__Fungi"
"OTU8130","k__Fungi"
"OTU4919","k__Fungi"
"OTU685","k__Fungi"
"OTU1011","k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Fungi_sp_SH005863.07FU"
"OTU1010","k__Fungi"
"OTU1013","k__Fungi"
"OTU1012","k__Fungi"
"OTU1015","k__Fungi"
"OTU1014","k__Fungi"
"OTU1017","k__Fungi"
"OTU1016","k__Fungi"
"OTU1019","k__Fungi"
"OTU1018","k__Fungi"
"OTU4915","k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Mucorales; f__Rhizopodaceae; g__Rhizopus"
"OTU3234","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae; g__Funneliformis"
"OTU4913","k__Fungi"
"OTU2823","k__Fungi"
"OTU3557","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Clavariaceae; g__unidentified"
"OTU4912","k__Fungi"
"OTU5846","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__unidentified; g__unidentified; s__Hypocreales_sp_SH019300.07FU"
"OTU5847","k__Fungi"
"OTU5844","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__unidentified; f__unidentified; g__unidentified; s__Dothideomycetes_sp_SH203379.07FU"
"OTU5845","k__Fungi"
"OTU5842","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Incertae_sedis; f__Eremomycetaceae; g__Arthrographis"
"OTU5843","k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__Sarcoscyphaceae"
"OTU5840","k__Fungi; p__Ascomycota; c__Sordariomycetes"
"OTU5841","k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__Pyronemataceae; g__Scutellinia; s__Scutellinia_patagonica_SH197887.07FU"
"OTU4438","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Strophariaceae"
"OTU4910","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Archaeosporales"
"OTU5848","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Bionectriaceae; g__unidentified; s__Bionectriaceae_sp_SH182683.07FU"
"OTU5849","k__Fungi; p__Ascomycota; c__Eurotiomycetes"
"OTU38","k__Fungi"
"OTU39","k__Fungi"
"OTU36","k__Fungi"
"OTU37","k__Fungi"
"OTU34","k__Fungi"
"OTU35","k__Fungi"
"OTU32","k__Fungi"
"OTU33","k__Fungi"
"OTU30","k__Fungi"
"OTU31","k__Fungi"
"OTU2829","k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Endogonales"
"OTU3423","k__Fungi"
"OTU3420","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Clavariaceae; g__unidentified; s__Clavariaceae_sp_SH199820.07FU"
"OTU4437","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Corticiales; f__unidentified; g__unidentified; s__Corticiales_sp_SH210153.07FU"
"OTU4430","k__Fungi; p__Basidiomycota"
"OTU3427","k__Fungi"
"OTU4432","k__Fungi; p__Basidiomycota; c__Agaricomycetes"
"OTU4345","k__Fungi"
"OTU6308","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales"
"OTU6309","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales"
"OTU6300","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Verrucariales"
"OTU6301","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Coniochaetales; f__unidentified; g__unidentified; s__Coniochaetales_sp_SH011272.07FU"
"OTU6302","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Onygenales; f__Onygenaceae; g__Auxarthron; s__Auxarthron_californiense_SH026061.07FU"
"OTU6303","k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Fungi_sp_SH005173.07FU"
"OTU6304","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales"
"OTU6305","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae"
"OTU6306","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Incertae_sedis; g__Acremonium; s__Acremonium_sp_SH020357.07FU"
"OTU6307","k__Fungi; p__Ascomycota"
"OTU408","Unassignable"
"OTU409","k__Fungi"
"OTU400","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Marasmiaceae; g__Gymnopus; s__Gymnopus_confluens_SH177529.07FU"
"OTU401","k__Fungi"
"OTU402","k__Fungi"
"OTU403","Unassignable"
"OTU404","k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Fungi_sp_SH471931.07FU"
"OTU405","Unassignable"
"OTU406","k__Protista; p__Cercozoa; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Cercozoa_sp_SH023763.07FU"
"OTU407","k__Fungi"
"OTU5515","k__Fungi; p__Ascomycota; c__Orbiliomycetes; o__Orbiliales"
"OTU3879","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__unidentified; g__unidentified"
"OTU3878","k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Leucosporidiales; f__unidentified; g__unidentified"
"OTU3309","k__Fungi; p__Chytridiomycota; c__Chytridiomycetes; o__Spizellomycetales; f__Spizellomycetaceae; g__unidentified; s__Spizellomycetaceae_sp_SH183315.07FU"
"OTU3308","k__Fungi"
"OTU3307","k__Fungi"
"OTU3874","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales"
"OTU3305","k__Fungi"
"OTU3876","k__Fungi"
"OTU3303","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Russulales; f__Auriscalpiaceae; g__Clavicorona; s__Clavicorona_taxophila_SH010300.07FU"
"OTU3870","k__Fungi; p__Basidiomycota; c__Microbotryomycetes"
"OTU3301","k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Fungi_sp_SH480184.07FU"
"OTU3300","k__Fungi"
"OTU6493","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Diaporthales; f__Diaporthaceae"
"OTU1657","k__Fungi"
"OTU1656","k__Fungi"
"OTU1655","k__Fungi"
"OTU1654","k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella"
"OTU1653","k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Fungi_sp_SH458120.07FU"
"OTU1652","k__Fungi"
"OTU1651","k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Mortierellales; f__unidentified; g__unidentified; s__Mortierellales_sp_SH008508.07FU"
"OTU1650","k__Fungi"
"OTU1659","k__Fungi"
"OTU1658","k__Fungi"
"OTU7558","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Chaetosphaeriales; f__Chaetosphaeriaceae; g__Chloridium"
"OTU7559","k__Fungi; p__Ascomycota"
"OTU7556","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified"
"OTU7557","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__Helotiales_sp_SH179788.07FU"
"OTU7554","k__Fungi; p__Ascomycota"
"OTU7555","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"OTU7552","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__Helotiales_sp_SH218119.07FU"
"OTU7553","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Neobulgaria"
"OTU7550","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Incertae_sedis; g__Tetracladium"
"OTU7551","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"OTU5536","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales"
"OTU5537","k__Fungi"
"OTU5534","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__unidentified; g__unidentified; s__Hypocreales_sp_SH213544.07FU"
"OTU5535","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales"
"OTU5532","k__Fungi"
"OTU5533","k__Fungi"
"OTU5530","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__Penicillium_chrysogenum_SH187717.07FU"
"OTU5531","k__Fungi; p__Ascomycota"
"OTU5538","k__Fungi"
"OTU5539","k__Fungi; p__Ascomycota"
"OTU5028","k__Fungi; p__Ascomycota"
"OTU1227","k__Fungi"
"OTU1224","k__Fungi"
"OTU1225","k__Fungi"
"OTU1222","k__Fungi"
"OTU1223","k__Fungi"
"OTU1220","k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Kickxellales; f__Kickxellaceae; g__Ramicandelaber; s__Ramicandelaber_sp_SH006496.07FU"
"OTU1221","Unassignable"
"OTU5020","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Microascales; f__Microascaceae; g__unidentified; s__Microascaceae_sp_SH194816.07FU"
"OTU5021","k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Ascomycota_sp_SH461823.07FU"
"OTU5022","k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified"
"OTU5023","k__Fungi; p__Basidiomycota; c__Tremellomycetes"
"OTU5024","k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Ascomycota_sp_SH479491.07FU"
"OTU5025","k__Fungi; p__Ascomycota"
"OTU5026","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Clavicipitaceae; g__Pochonia; s__Pochonia_bulbillosa_SH192574.07FU"
"OTU1229","k__Fungi"
"OTU5801","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Incertae_sedis; g__Sarocladium; s__Sarocladium_kiliense_SH120600.07FU"
"OTU4963","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae; g__unidentified"
"OTU4777","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Bolbitiaceae; g__Conocybe"
"OTU4776","k__Fungi; p__Rozellomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified"
"OTU4775","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Archaeosporales"
"OTU4774","k__Fungi; p__Rozellomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Rozellomycota_sp_SH011035.07FU"
"OTU4773","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Bolbitiaceae; g__Conocybe"
"OTU4772","k__Fungi"
"OTU4771","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Diversisporales; f__Diversisporaceae; g__Diversispora; s__Diversispora_sp_SH196903.07FU"
"OTU4770","k__Fungi; p__Ascomycota"
"OTU4779","k__Fungi"
"OTU4778","k__Fungi"
"OTU8045","k__Fungi"
"OTU7971","k__Fungi"
"OTU7972","k__Fungi; p__Rozellomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Rozellomycota_sp_SH204503.07FU"
"OTU8046","k__Fungi"
"OTU8041","k__Fungi"
"OTU7975","k__Fungi"
"OTU7976","k__Fungi"
"OTU7977","k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Ascomycota_sp_SH025803.07FU"
"OTU7978","k__Fungi"
"OTU7979","k__Fungi"
"OTU8049","k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Fungi_sp_SH483467.07FU"
"OTU8048","k__Fungi"
"OTU3099","k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Incertae_sedis; g__Cryptococcus; s__Cryptococcus_cylindricus_SH188236.07FU"
"OTU3098","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Thelephorales; f__Thelephoraceae; g__Pseudotomentella; s__Pseudotomentella_sp_SH218580.07FU"
"OTU3097","k__Fungi"
"OTU3096","k__Fungi"
"OTU3095","k__Fungi"
"OTU3094","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Claroideoglomeraceae; g__Claroideoglomus"
"OTU3093","k__Fungi; p__Basidiomycota"
"OTU3092","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae"
"OTU3091","k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Incertae_sedis; g__unidentified; s__Incertae_sedis_sp_SH188232.07FU"
"OTU3090","k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Incertae_sedis; g__unidentified"
"OTU4967","k__Fungi"
"OTU3439","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Sebacinales; f__unidentified; g__unidentified; s__Sebacinales_sp_SH192980.07FU"
"OTU1828","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Russulales; f__Russulaceae; g__Lactarius; s__Lactarius_glyciosmus_SH227199.07FU"
"OTU1829","k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella"
"OTU1824","Unassignable"
"OTU1825","k__Fungi"
"OTU1826","k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella"
"OTU1827","k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella"
"OTU1820","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Paraglomerales"
"OTU1821","k__Fungi"
"OTU1822","k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella"
"OTU1823","Unassignable"
"OTU6335","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales"
"OTU2328","k__Fungi"
"OTU2329","k__Fungi"
"OTU2326","k__Fungi"
"OTU2327","k__Fungi"
"OTU2324","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Russulales; f__Stephanosporaceae; g__Lindtneria; s__Lindtneria_trachyspora_SH005711.07FU"
"OTU2325","k__Fungi"
"OTU2322","k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella"
"OTU2323","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Hygrophoraceae; g__Hygrocybe; s__Hygrocybe_sp_SH001785.07FU"
"OTU2320","k__Fungi"
"OTU2321","k__Fungi"
"OTU6844","k__Fungi; p__Ascomycota; c__Sordariomycetes"
"OTU6843","k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella"
"OTU6330","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales"
"OTU1796","k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_sp_SH180117.07FU"
"OTU1797","k__Fungi"
"OTU1794","k__Fungi"
"OTU1795","k__Fungi"
"OTU1792","k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Fungi_sp_SH458120.07FU"
"OTU1793","k__Fungi"
"OTU1790","k__Fungi"
"OTU678","k__Fungi"
"OTU893","k__Fungi"
"OTU892","Unassignable"
"OTU675","k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Mortierellales; f__unidentified; g__unidentified; s__Mortierellales_sp_SH465267.07FU"
"OTU890","k__Fungi"
"OTU673","Unassignable"
"OTU672","k__Fungi"
"OTU895","k__Fungi"
"OTU1799","k__Fungi"
"OTU7303","k__Fungi; p__Ascomycota"
"OTU7302","k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Ascomycota_sp_SH215928.07FU"
"OTU7301","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"OTU7300","k__Fungi; p__Ascomycota"
"OTU2227","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Russulales; f__Stephanosporaceae; g__Lindtneria; s__Lindtneria_trachyspora_SH005711.07FU"
"OTU7306","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae"
"OTU2225","k__Fungi"
"OTU2224","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Russulales; f__Stephanosporaceae"
"OTU7309","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Incertae_sedis"
"OTU7308","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Articulospora"
"OTU3437","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Archaeosporales; f__Archaeosporaceae; g__unidentified"
"OTU3602","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__unidentified; g__unidentified; s__Agaricales_sp_SH465302.07FU"
"OTU3603","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__unidentified; g__unidentified; s__Agaricales_sp_SH029800.07FU"
"OTU3600","k__Fungi; p__Ascomycota; c__Taphrinomycetes; o__Taphrinales; f__Taphrinaceae; g__Taphrina; s__Taphrina_padi_SH193607.07FU"
"OTU3601","k__Fungi"
"OTU3436","k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Sporidiobolales; f__unidentified; g__unidentified; s__Sporidiobolales_sp_SH022903.07FU"
"OTU4650","k__Fungi; p__Basidiomycota"
"OTU3607","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Clavariaceae; g__unidentified; s__Clavariaceae_sp_SH199820.07FU"
"OTU3604","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Clavariaceae"
"OTU4653","k__Fungi"
"OTU3431","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__unidentified; f__unidentified; g__unidentified; s__Agaricomycetes_sp_SH014257.07FU"
"OTU5239","k__Fungi"
"OTU5238","k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__unidentified; g__unidentified; s__Pezizales_sp_SH185743.07FU"
"OTU5235","k__Fungi; p__Ascomycota"
"OTU5234","k__Fungi"
"OTU5237","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Onygenales; f__Onygenaceae; g__unidentified; s__Onygenaceae_sp_SH030119.07FU"
"OTU5236","k__Fungi; p__Ascomycota"
"OTU5231","k__Fungi"
"OTU5230","k__Fungi"
"OTU5233","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__Helotiales_sp_SH212581.07FU"
"OTU5232","k__Fungi; p__Ascomycota; c__Pezizomycetes"
"OTU2911","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales"
"OTU2910","k__Fungi"
"OTU4018","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Trechisporales; f__Hydnodontaceae; g__Trechispora"
"OTU4019","k__Fungi"
"OTU2915","k__Fungi"
"OTU2914","k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_gemmifera_SH185196.07FU"
"OTU2917","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Cantharellales; f__Ceratobasidiaceae; g__unidentified; s__Ceratobasidiaceae_sp_SH186396.07FU"
"OTU2916","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Hygrophoraceae; g__Hygrocybe"
"OTU2919","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Clavariaceae"
"OTU4013","k__Fungi; p__Basidiomycota; c__Agaricomycetes"
"OTU4010","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Bolbitiaceae"
"OTU4547","k__Fungi"
"OTU4016","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Clavariaceae; g__unidentified"
"OTU4017","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Psathyrellaceae; g__unidentified; s__Psathyrellaceae_sp_SH219038.07FU"
"OTU4014","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Inocybaceae; g__Inocybe"
"OTU4015","k__Fungi"
"OTU1575","k__Fungi"
"OTU899","k__Fungi; p__Chytridiomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Chytridiomycota_sp_SH463468.07FU"
"OTU898","k__Fungi"
"OTU5491","k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__Pezizaceae; g__Peziza"
"OTU5490","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae; g__unidentified"
"OTU5493","k__Fungi"
"OTU5492","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Onygenales; f__unidentified; g__unidentified; s__Onygenales_sp_SH214569.07FU"
"OTU5495","k__Fungi; p__Ascomycota"
"OTU679","k__Fungi"
"OTU5497","k__Fungi; p__Ascomycota"
"OTU5496","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Incertae_sedis; g__Sarocladium; s__Sarocladium_strictum_SH210203.07FU"
"OTU5499","k__Fungi"
"OTU5498","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Erysiphales; f__Erysiphaceae"
"OTU1791","k__Fungi"
"OTU677","k__Fungi"
"OTU676","k__Fungi"
"OTU891","k__Fungi"
"OTU674","k__Fungi"
"OTU897","k__Fungi"
"OTU896","k__Fungi"
"OTU7899","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Incertae_sedis; f__Myxotrichaceae; g__Oidiodendron"
"OTU7898","k__Fungi; p__Ascomycota"
"OTU1798","k__Fungi"
"OTU7893","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Incertae_sedis; f__Myxotrichaceae; g__Oidiodendron; s__Oidiodendron_echinulatum_SH217004.07FU"
"OTU7892","k__Fungi"
"OTU7891","k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Incertae_sedis; g__Cryptococcus; s__Cryptococcus_victoriae_SH181632.07FU"
"OTU894","k__Fungi"
"OTU7897","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales"
"OTU7896","k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Incertae_sedis; g__Cryptococcus; s__Cryptococcus_sp_SH181630.07FU"
"OTU7895","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Incertae_sedis; f__Myxotrichaceae; g__Oidiodendron; s__Oidiodendron_chlamydosporicum_SH216990.07FU"
"OTU7894","k__Fungi"
"OTU2223","k__Fungi"
"OTU2222","k__Fungi; p__Chytridiomycota; c__Chytridiomycetes; o__Rhizophydiales; f__Rhizophydiaceae; g__Rhizophydium; s__Rhizophydium_sp_SH484223.07FU"
"OTU2221","k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_sp_SH187873.07FU"
"OTU1079","k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_sp_SH180140.07FU"
"OTU2220","k__Fungi"
