"","taxonomy"
"OTU8388","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__MIZ46; f__; g__; s__"
"OTU3648","k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__"
"OTU3649","k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__asahii"
"OTU3646","k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__; g__; s__"
"OTU3647","k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__; g__; s__"
"OTU4763","k__Bacteria; p__TM6; c__SJA-4; o__; f__; g__; s__"
"OTU3645","k__Bacteria; p__Acidobacteria; c__iii1-8; o__DS-18; f__; g__; s__"
"OTU3642","k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae"
"OTU3643","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__; f__; g__; s__"
"OTU3640","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bacteriovoracaceae; g__; s__"
"OTU3641","k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__MND1; f__; g__; s__"
"OTU5360","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__"
"OTU5367","k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__; s__"
"OTU5366","k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__; s__"
"OTU14304","k__Bacteria; p__WS6; c__B142; o__; f__; g__; s__"
"OTU14305","k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae; g__; s__"
"OTU14306","k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__"
"OTU14307","k__Bacteria; p__FBP; c__; o__; f__; g__; s__"
"OTU14300","k__Bacteria; p__WS6; c__B142; o__; f__; g__; s__"
"OTU5365","k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__Aquicella; s__"
"OTU14302","k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__Candidatus Xiphinematobacter; s__"
"OTU20362","k__Bacteria; p__OP11; c__OP11-4; o__; f__; g__; s__"
"OTU5364","k__Bacteria; p__Chlamydiae; c__Chlamydiia; o__; f__; g__; s__"
"OTU14308","k__Bacteria; p__Proteobacteria; c__TA18; o__PHOS-HD29; f__; g__; s__"
"OTU14309","k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria"
"OTU6928","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__"
"OTU6929","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__"
"OTU19668","k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__; g__; s__"
"OTU19669","k__Bacteria; p__Kazan-3B-28; c__; o__; f__; g__; s__"
"OTU77","k__Bacteria; p__Gemmatimonadetes; c__Gemm-3; o__; f__; g__; s__"
"OTU7610","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__"
"OTU19664","k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Rhodoplanes; s__"
"OTU6921","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales"
"OTU6922","k__Bacteria; p__Acidobacteria; c__Sva0725; o__Sva0725; f__; g__; s__"
"OTU6923","k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__; s__"
"OTU6924","k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__DS-100; f__; g__; s__"
"OTU6925","k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__; s__"
"OTU6926","k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__; g__; s__"
"OTU6927","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Haliangiaceae; g__; s__"
"OTU11138","k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Isosphaeraceae; g__; s__"
"OTU3075","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__"
"OTU20460","k__Archaea; p__[Parvarchaeota]; c__[Parvarchaea]; o__WCHD3-30; f__; g__; s__"
"OTU8983","k__Bacteria; p__BRC1; c__PRR-11; o__; f__; g__; s__"
"OTU10694","k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__FAC88; f__; g__; s__"
"OTU11130","k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__; s__"
"OTU11131","k__Bacteria; p__Chlorobi; c__OPB56; o__; f__; g__; s__"
"OTU11132","k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__; s__"
"OTU11133","k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__IIb; f__; g__; s__"
"OTU11134","k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__; s__"
"OTU11135","k__Bacteria; p__Chloroflexi; c__C0119; o__; f__; g__; s__"
"OTU11136","k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__; s__"
"OTU11137","k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Adhaeribacter; s__"
"OTU19887","k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__"
"OTU4930","k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__; s__"
"OTU4230","k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__; s__"
"OTU20257","k__Bacteria; p__Actinobacteria"
"OTU7265","k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__; s__"
"OTU20256","k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Hyphomicrobium"
"OTU13588","k__Bacteria; p__OD1; c__; o__; f__; g__; s__"
"OTU17458","k__Bacteria; p__TM7; c__TM7-1; o__; f__; g__; s__"
"OTU4549","k__Bacteria; p__TM6; c__SJA-4; o__; f__; g__; s__"
"OTU20461","k__Archaea; p__Euryarchaeota; c__Thermoplasmata; o__E2"
"OTU3400","k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__SC-I-84; f__; g__; s__"
"OTU15833","k__Bacteria; p__TM7; c__TM7-1; o__; f__; g__; s__"
"OTU19371","k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria"
"OTU10695","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__"
"OTU3073","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__MIZ46; f__; g__; s__"
"OTU9854","k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__"
"OTU19708","k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Rhodoplanes; s__"
"OTU4362","k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__Aquicella; s__"
"OTU7261","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__; f__; g__; s__"
"OTU15963","k__Bacteria; p__TM7; c__TM7-1; o__; f__; g__; s__"
"OTU15962","k__Bacteria; p__Chloroflexi; c__Ktedonobacteria; o__Thermogemmatisporales; f__Thermogemmatisporaceae; g__; s__"
"OTU4231","k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__; g__; s__"
"OTU15960","k__Bacteria; p__TM7; c__SC3; o__; f__; g__; s__"
"OTU3259","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfuromonadales; f__Geobacteraceae; g__Geobacter; s__"
"OTU3258","k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae"
"OTU15965","k__Bacteria; p__TM7; c__TM7-1; o__; f__; g__; s__"
"OTU15964","k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Phycisphaerales; f__Phycisphaeraceae; g__; s__"
"OTU3255","k__Bacteria; p__Proteobacteria; c__Betaproteobacteria"
"OTU4364","k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__; g__; s__"
"OTU3257","k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__Ellin506; s__"
"OTU4976","k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Patulibacteraceae; g__; s__"
"OTU3251","k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__A21b; f__EB1003; g__; s__"
"OTU3250","k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Sinobacteraceae; g__; s__"
"OTU3253","k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__SC-I-84; f__; g__; s__"
"OTU4365","k__Bacteria; p__Chlamydiae; c__Chlamydiia; o__Chlamydiales; f__Rhabdochlamydiaceae; g__Candidatus Rhabdochlamydia; s__"
"OTU222","k__Bacteria; p__BHI80-139; c__; o__; f__; g__; s__"
"OTU9853","k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__"
"OTU3079","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Cystobacterineae; g__; s__"
"OTU12520","k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__Gemmata; s__"
"OTU4367","k__Bacteria; p__Chlamydiae; c__Chlamydiia; o__Chlamydiales; f__Parachlamydiaceae"
"OTU19702","k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Phycisphaerales; f__; g__; s__"
"OTU18829","k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__BD7-3; f__; g__; s__"
"OTU18828","k__Bacteria; p__Chloroflexi; c__Ellin6529; o__; f__; g__; s__"
"OTU4369","k__Bacteria; p__Tenericutes; c__Mollicutes; o__; f__; g__; s__"
"OTU18821","k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__; s__"
"OTU18820","k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__mitochondria; g__; s__"
"OTU18823","k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__; g__; s__"
"OTU18822","k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Phenylobacterium; s__"
"OTU18825","k__Bacteria; p__Chloroflexi; c__TK10; o__; f__; g__; s__"
"OTU18824","k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Amaricoccus; s__"
"OTU18827","k__Bacteria; p__Cyanobacteria; c__ML635J-21; o__; f__; g__; s__"
"OTU18826","k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__CFB-26; f__; g__; s__"
"OTU19088","k__Bacteria; p__Cyanobacteria; c__4C0d-2; o__SM1D11; f__; g__; s__"
"OTU19089","k__Bacteria; p__Chloroflexi; c__Chloroflexi; o__Herpetosiphonales; f__; g__; s__"
"OTU2930","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__"
"OTU15129","k__Bacteria; p__OD1; c__; o__; f__; g__; s__"
"OTU19080","k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__SJA-101; g__; s__"
"OTU19081","k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__Ellin6075; g__; s__"
"OTU19082","k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Ellin329; f__; g__; s__"
"OTU1786","k__Bacteria; p__Chlamydiae; c__Chlamydiia; o__Chlamydiales; f__Rhabdochlamydiaceae; g__Candidatus Rhabdochlamydia; s__"
"OTU19084","k__Bacteria; p__Chloroflexi; c__Ellin6529; o__; f__; g__; s__"
"OTU19085","k__Bacteria; p__Cyanobacteria; c__4C0d-2; o__SM1D11; f__; g__; s__"
"OTU19086","k__Bacteria; p__Chloroflexi; c__Chloroflexi; o__[Roseiflexales]; f__[Kouleothrixaceae]; g__; s__"
"OTU19087","k__Bacteria; p__Chloroflexi; c__Chloroflexi; o__[Roseiflexales]; f__; g__; s__"
"OTU15000","k__Bacteria; p__TM7; c__TM7-1; o__; f__; g__; s__"
"OTU2809","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Spirobacillales; f__; g__; s__"
"OTU17465","k__Bacteria; p__TM7"
"OTU8400","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__"
"OTU8503","k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__; f__; g__; s__"
"OTU2860","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bdellovibrionaceae; g__; s__"
"OTU305","k__Bacteria; p__Acidobacteria; c__iii1-8; o__SJA-36; f__; g__; s__"
"OTU3374","k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__; g__; s__"
"OTU28","k__Bacteria; p__Chloroflexi; c__C0119; o__; f__; g__; s__"
"OTU6491","k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__; g__; s__"
"OTU20303","k__Bacteria; p__OP11; c__OP11-3; o__; f__; g__; s__"
"OTU8389","k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__DA101; s__"
"OTU12072","k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__"
"OTU14334","k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Chlorophyta; f__Trebouxiophyceae; g__; s__"
"OTU9428","k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__"
"OTU25","k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__C114; f__; g__; s__"
"OTU24","k__Bacteria; p__Chloroflexi; c__C0119; o__; f__; g__; s__"
"OTU6433","k__Bacteria; p__TM6; c__SJA-4; o__; f__; g__; s__"
"OTU304","k__Bacteria; p__Gemmatimonadetes; c__Gemm-5; o__; f__; g__; s__"
"OTU5853","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfuromonadales; f__Geobacteraceae; g__Geobacter; s__"
"OTU116","k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__A21b; f__EB1003; g__; s__"
"OTU117","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__NB1-j; f__; g__; s__"
"OTU114","k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__CCU21; f__; g__; s__"
"OTU115","k__Bacteria; p__BHI80-139; c__; o__; f__; g__; s__"
"OTU112","k__Bacteria; p__WS3; c__PRR-12; o__wb1_H11; f__; g__; s__"
"OTU113","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophorhabdaceae; g__; s__"
"OTU110","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__[Entotheonellales]; f__[Entotheonellaceae]; g__; s__"
"OTU111","k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__"
"OTU19888","k__Bacteria; p__Chloroflexi; c__Ellin6529; o__; f__; g__; s__"
"OTU5855","k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__; s__"
"OTU9429","k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Cryomorphaceae; g__; s__"
"OTU118","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae; g__; s__"
"OTU119","k__Bacteria; p__Acidobacteria; c__S035; o__; f__; g__; s__"
"OTU15352","k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Chlorophyta; f__; g__; s__"
"OTU12047","k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__"
"OTU5857","k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Ellin6067; f__; g__; s__"
"OTU5102","k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__"
"OTU2603","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__MIZ46; f__; g__; s__"
"OTU3007","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Cystobacteraceae; g__; s__"
"OTU22","k__Bacteria; p__Chloroflexi; c__C0119; o__; f__; g__; s__"
"OTU4875","k__Bacteria; p__Planctomycetes; c__BD7-11; o__; f__; g__; s__"
"OTU17522","k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__Bosea; s__"
"OTU14241","k__Bacteria; p__Proteobacteria; c__TA18; o__PHOS-HD29; f__; g__; s__"
"OTU19381","k__Bacteria; p__Chloroflexi; c__Chloroflexi; o__[Roseiflexales]; f__[Kouleothrixaceae]; g__; s__"
"OTU9318","k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__IIb; f__; g__; s__"
"OTU9319","k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__IIb; f__; g__; s__"
"OTU2128","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Spirobacillales; f__; g__; s__"
"OTU2129","k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__"
"OTU2124","k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__RB40; g__; s__"
"OTU2125","k__Bacteria; p__WS3; c__PRR-12; o__LD1-PA13; f__; g__; s__"
"OTU2126","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfuromonadales; f__Geobacteraceae; g__Geobacter; s__"
"OTU2127","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__"
"OTU9640","k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__; g__; s__"
"OTU2121","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__MIZ46; f__; g__; s__"
"OTU2122","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae; g__Syntrophobacter; s__"
"OTU2123","k__Bacteria; p__Planctomycetes; c__ODP123; o__T8-B82; f__; g__; s__"
"OTU6642","k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__; s__"
"OTU4876","k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Legionellaceae; g__; s__"
"OTU14240","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__"
"OTU19380","k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Rhodocyclales; f__Rhodocyclaceae; g__Denitratisoma; s__"
"OTU6472","k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__; g__; s__"
"OTU13864","k__Bacteria; p__Proteobacteria; c__TA18; o__CV90; f__; g__; s__"
"OTU7618","k__Bacteria; p__Planctomycetes; c__OM190; o__CL500-15; f__; g__; s__"
"OTU6470","k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__Aquicella; s__"
"OTU16689","k__Bacteria; p__GN02; c__3BR-5F; o__; f__; g__; s__"
"OTU16688","k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__EB1017; g__; s__"
"OTU15206","k__Bacteria; p__Firmicutes"
"OTU16683","k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SJA-15; f__; g__; s__"
"OTU16682","k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__GCA004; f__; g__; s__"
"OTU12226","k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__; s__"
"OTU16680","k__Bacteria; p__Armatimonadetes; c__[Fimbriimonadia]; o__[Fimbriimonadales]; f__[Fimbriimonadaceae]; g__Fimbriimonas; s__"
"OTU14243","k__Bacteria; p__OD1; c__; o__; f__; g__; s__"
"OTU16686","k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__"
"OTU16685","k__Bacteria; p__TM7; c__TM7-1; o__; f__; g__; s__"
"OTU8185","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Haliangiaceae; g__; s__"
"OTU2036","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__MIZ46; f__; g__; s__"
"OTU7448","k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__AKAU3564; f__; g__; s__"
"OTU17699","k__Bacteria; p__Cyanobacteria; c__4C0d-2; o__YS2; f__; g__; s__"
"OTU8186","k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__"
"OTU2037","k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__; s__"
"OTU10790","k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__; g__; s__"
"OTU2034","k__Bacteria; p__Acidobacteria; c__iii1-8; o__32-20; f__; g__; s__"
"OTU17622","k__Bacteria; p__MVP-21; c__; o__; f__; g__; s__"
"OTU7714","k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Paenibacillus; s__"
"OTU17620","k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__C111; g__; s__"
"OTU9715","k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__"
"OTU17626","k__Bacteria"
"OTU17627","k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__"
"OTU17624","k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__H39; f__; g__; s__"
"OTU8189","k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__"
"OTU9239","k__Bacteria; p__BRC1; c__PRR-11; o__; f__; g__; s__"
"OTU2032","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__"
"OTU17628","k__Bacteria; p__GN02; c__3BR-5F; o__; f__; g__; s__"
"OTU19386","k__Bacteria; p__Chloroflexi; c__Ellin6529; o__; f__; g__; s__"
"OTU20306","k__Bacteria; p__OP11; c__OP11-3; o__; f__; g__; s__"
"OTU2829","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfuromonadales; f__Geobacteraceae; g__Geobacter; s__"
"OTU13449","k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Streptomycetaceae; g__Streptomyces; s__atratus"
"OTU2033","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__; f__; g__; s__"
"OTU10072","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__; f__; g__; s__"
"OTU10073","k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__Terrimonas; s__"
"OTU10070","k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__"
"OTU10071","k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__; g__; s__"
"OTU10076","k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__"
"OTU10077","k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__"
"OTU10074","k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__"
"OTU10075","k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__Segetibacter; s__"
"OTU10078","k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__; g__; s__"
"OTU10079","k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__; s__"
